	pediatric	1.0	100.0	2.83	100.0	1.0	0.0	0.0	0.0	0.0
	personalized_medicine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	progressive	8.0	38.0	12.86	88.0	13.29	0.0	0.0	0.0	0.0
2015 	 agenda	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_fcr	av_fcr
	any	81.0	53.0	6.07	81.0	13.86	99.0	30.16	99.0	7.2
	data_sharing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	inf	7.2
	pediatric	1.0	100.0	7.72	0.0	0.0	100.0	40.0	8000.0	7.2
	personalized_medicine	1.0	0.0	0.0	100.0	4.0	100.0	22.0	8000.0	7.2
	progressive	15.0	47.0	7.48	87.0	28.69	100.0	32.8	533.0	7.2
2016 	 agenda	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_fcr	av_fcr
	any	93.0	65.0	4.5	72.0	13.24	84.0	22.21	83.0	6.25
	data_sharing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	inf	6.25
	pediatric	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7700.0	6.25
	personalized_medicine	2.0	50.0	3.58	50.0	4.0	50.0	20.0	3850.0	6.25
	progressive	13.0	54.0	5.65	77.0	8.4	85.0	31.18	592.0	6.25
2017 	 agenda	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_fcr	av_fcr
	any	75.0	57.0	4.17	72.0	11.13	99.0	15.89	99.0	6.19
	data_sharing	2.0	0.0	0.0	0.0	0.0	100.0	2.5	3700.0	6.19
	pediatric	2.0	50.0	8.69	100.0	4.5	100.0	5.0	3700.0	6.19
	personalized_medicine	1.0	100.0	4.72	100.0	2.0	100.0	9.0	7400.0	6.19
	progressive	18.0	50.0	2.9	67.0	7.08	100.0	11.28	411.0	6.19
2018 	 agenda	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_fcr	av_fcr
	any	66.0	59.0	6.4	80.0	26.49	100.0	14.08	97.0	7.92
	data_sharing	2.0	100.0	2.78	100.0	4.5	100.0	1.0	3200.0	7.92
	pediatric	3.0	100.0	5.97	100.0	1.67	100.0	12.0	2133.0	7.92
	personalized_medicine	1.0	0.0	0.0	100.0	5.0	100.0	15.0	6400.0	7.92
	progressive	6.0	67.0	9.22	83.0	34.6	100.0	36.33	1067.0	7.92
2019 	 agenda	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_fcr	av_fcr
	any	87.0	70.0	5.22	78.0	13.26	100.0	4.0	1.0	3.09
	data_sharing	2.0	100.0	2.38	50.0	9.0	100.0	4.5	50.0	3.09
	pediatric	4.0	100.0	5.08	75.0	5.0	100.0	3.75	25.0	3.09
	personalized_medicine	1.0	0.0	0.0	100.0	1.0	100.0	0.0	100.0	3.09
	progressive	17.0	76.0	4.34	94.0	9.13	100.0	3.47	6.0	3.09
