	progressive	401.0	53.0	4.49	48.0	10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr
	any	4014.0	58.0	4.13	49.0	8.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	data_sharing	4.0	100.0	5.93	25.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	pediatric	112.0	60.0	3.99	44.0	5.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	personalized_medicine	11.0	82.0	3.31	45.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	progressive	436.0	52.0	4.08	58.0	11.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr
	any	4250.0	58.0	4.16	56.0	10.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	data_sharing	7.0	29.0	2.51	43.0	16.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	pediatric	133.0	65.0	5.43	59.0	9.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	personalized_medicine	12.0	92.0	3.11	58.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	progressive	478.0	58.0	4.16	65.0	10.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr
	any	4423.0	59.0	4.33	72.0	11.21	92.0	22.3	92.0	12.37	88.0	5.52	92.0	1.42
	data_sharing	8.0	25.0	2.86	50.0	12.75	88.0	30.57	88.0	15.0	88.0	8.14	88.0	1.91
	pediatric	165.0	61.0	4.79	76.0	10.72	93.0	33.94	93.0	19.07	90.0	8.49	93.0	2.03
	personalized_medicine	23.0	61.0	5.0	78.0	10.61	91.0	32.86	91.0	22.19	78.0	3.66	91.0	1.51
	progressive	496.0	58.0	4.39	76.0	12.46	93.0	24.5	93.0	12.95	92.0	6.04	93.0	1.6
2016 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr
	any	4541.0	60.0	4.29	69.0	12.96	83.0	17.08	83.0	11.83	80.0	5.17	82.0	1.4
	data_sharing	26.0	77.0	3.08	73.0	8.21	85.0	15.5	85.0	11.73	81.0	5.71	85.0	1.3
	pediatric	215.0	61.0	5.26	69.0	17.3	81.0	21.9	81.0	15.65	80.0	6.53	81.0	1.66
	personalized_medicine	25.0	64.0	4.55	64.0	11.81	80.0	23.85	80.0	16.8	80.0	7.28	80.0	1.97
	progressive	522.0	57.0	4.42	71.0	16.61	85.0	18.23	85.0	12.09	83.0	5.65	84.0	1.53
2017 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr
	any	4576.0	62.0	4.03	71.0	13.03	96.0	12.82	96.0	11.51	94.0	5.18	96.0	1.39
	data_sharing	16.0	69.0	3.07	50.0	6.25	88.0	14.36	88.0	12.93	81.0	5.06	88.0	1.65
	pediatric	165.0	62.0	4.63	76.0	14.29	97.0	19.66	97.0	17.91	95.0	8.12	97.0	2.02
	personalized_medicine	27.0	52.0	7.8	74.0	80.85	100.0	27.41	100.0	24.07	100.0	10.39	100.0	2.65
	progressive	572.0	57.0	3.92	73.0	12.4	97.0	13.49	97.0	12.12	94.0	5.56	96.0	1.42
2018 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr
	any	4684.0	62.0	4.13	72.0	13.23	97.0	7.7	97.0	7.64	94.0	4.63	96.0	1.43
	data_sharing	24.0	83.0	3.27	83.0	7.4	96.0	3.48	96.0	3.48	96.0	2.2	96.0	0.77
	pediatric	204.0	65.0	4.79	76.0	22.58	99.0	9.18	99.0	9.1	97.0	5.87	98.0	1.55
	personalized_medicine	27.0	63.0	4.42	85.0	15.83	100.0	19.85	100.0	19.81	93.0	12.45	100.0	3.66
	progressive	540.0	60.0	4.16	73.0	15.37	98.0	8.77	98.0	8.71	96.0	5.26	97.0	1.56
2019 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr
	any	5308.0	63.0	4.31	71.0	13.67	98.0	2.8	98.0	2.8	0.0	2.08	0.0	7.01
	data_sharing	32.0	88.0	2.96	75.0	19.13	100.0	2.31	100.0	2.31	0.0	0.0	0.0	0.0
	pediatric	225.0	64.0	5.38	74.0	26.05	100.0	3.0	100.0	2.99	1.0	0.28	0.0	0.0
	personalized_medicine	41.0	59.0	4.9	73.0	11.37	98.0	3.48	98.0	3.48	0.0	0.0	0.0	0.0
	progressive	627.0	65.0	4.14	76.0	15.27	98.0	2.88	98.0	2.87	1.0	1.8	0.0	2.52
