	personalized_medicine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	progressive	8.0	38.0	12.86	88.0	13.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr	perc_cima	av_cima
	any	81.0	53.0	6.07	81.0	13.86	99.0	30.16	99.0	16.31	99.0	7.2	99.0	1.86	90.0	1.85
	data_sharing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	pediatric	1.0	100.0	7.72	0.0	0.0	100.0	40.0	100.0	21.0	100.0	6.88	100.0	2.72	100.0	1.0
	personalized_medicine	1.0	0.0	0.0	100.0	4.0	100.0	22.0	100.0	16.0	100.0	5.25	100.0	2.45	100.0	2.0
	progressive	15.0	47.0	7.48	87.0	28.69	100.0	32.8	100.0	16.67	100.0	8.48	100.0	1.97	87.0	1.54
2016 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr	perc_cima	av_cima
	any	93.0	65.0	4.5	72.0	13.24	84.0	22.21	84.0	15.74	83.0	6.25	84.0	1.87	74.0	1.71
	data_sharing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	pediatric	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	personalized_medicine	2.0	50.0	3.58	50.0	4.0	50.0	20.0	50.0	13.0	50.0	6.77	50.0	1.43	50.0	1.0
	progressive	13.0	54.0	5.65	77.0	8.4	85.0	31.18	85.0	23.36	85.0	9.24	85.0	2.67	69.0	2.11
2017 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr	perc_cima	av_cima
	any	75.0	57.0	4.17	72.0	11.13	99.0	15.89	99.0	13.92	99.0	6.19	97.0	1.64	88.0	1.61
	data_sharing	2.0	0.0	0.0	0.0	0.0	100.0	2.5	100.0	2.5	100.0	1.44	100.0	0.63	100.0	2.5
	pediatric	2.0	50.0	8.69	100.0	4.5	100.0	5.0	100.0	4.5	100.0	1.63	100.0	0.42	50.0	2.0
	personalized_medicine	1.0	100.0	4.72	100.0	2.0	100.0	9.0	100.0	7.0	100.0	2.28	100.0	0.84	100.0	2.0
	progressive	18.0	50.0	2.9	67.0	7.08	100.0	11.28	100.0	9.61	100.0	4.41	94.0	1.31	78.0	1.64
2018 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr	perc_cima	av_cima
	any	66.0	59.0	6.4	80.0	26.49	100.0	14.08	100.0	13.95	97.0	7.92	100.0	2.4	91.0	1.97
	data_sharing	2.0	100.0	2.78	100.0	4.5	100.0	1.0	100.0	1.0	100.0	0.76	100.0	0.2	100.0	3.5
	pediatric	3.0	100.0	5.97	100.0	1.67	100.0	12.0	100.0	12.0	100.0	4.63	100.0	1.85	100.0	3.0
	personalized_medicine	1.0	0.0	0.0	100.0	5.0	100.0	15.0	100.0	15.0	100.0	8.51	100.0	4.25	100.0	2.0
	progressive	6.0	67.0	9.22	83.0	34.6	100.0	36.33	100.0	36.33	100.0	20.27	100.0	5.58	100.0	2.17
2019 	 authors	num_of_pub	perc_if	av_if	perc_alt	av_alt	perc_cit	av_cit	perc_reccit	av_reccit	perc_fcr	av_fcr	perc_rcr	av_rcr	perc_cima	av_cima
	any	87.0	70.0	5.22	78.0	13.26	100.0	4.0	100.0	3.99	1.0	3.09	0.0	0.0	91.0	2.08
	data_sharing	2.0	100.0	2.38	50.0	9.0	100.0	4.5	100.0	4.5	0.0	0.0	0.0	0.0	100.0	2.5
	pediatric	4.0	100.0	5.08	75.0	5.0	100.0	3.75	100.0	3.75	0.0	0.0	0.0	0.0	75.0	2.0
	personalized_medicine	1.0	0.0	0.0	100.0	1.0	100.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	100.0	1.0
	progressive	17.0	76.0	4.34	94.0	9.13	100.0	3.47	100.0	3.41	0.0	0.0	0.0	0.0	100.0	2.12
